id,focus,signal,slack,drag,confidence,score,lane
l001,claim drift,35,33,6,25,143,watch
l002,replay exposure,35,34,6,55,175,watch
l003,policy width,35,35,6,85,207,ship
l004,trust boundary,35,36,18,25,113,watch
l005,claim drift,35,37,18,55,145,watch
l006,replay exposure,35,38,18,85,177,watch
l007,policy width,35,39,34,25,71,hold
l008,trust boundary,35,40,34,55,103,watch
l009,claim drift,35,41,34,85,135,watch
l010,replay exposure,60,42,6,25,211,ship
l011,policy width,60,43,6,55,243,ship
l012,trust boundary,60,44,6,85,275,ship
l013,claim drift,60,45,18,25,181,watch
l014,replay exposure,60,46,18,55,213,ship
l015,policy width,60,47,18,85,245,ship
l016,trust boundary,60,48,34,25,139,watch
l017,claim drift,60,32,34,55,137,watch
l018,replay exposure,60,33,34,85,169,watch
l019,policy width,85,34,6,25,245,ship
l020,trust boundary,85,35,6,55,277,ship
l021,claim drift,85,36,6,85,309,ship
l022,replay exposure,85,37,18,25,215,ship
l023,policy width,85,38,18,55,247,ship
l024,trust boundary,85,39,18,85,279,ship
l025,claim drift,85,40,34,25,173,watch
l026,replay exposure,85,41,34,55,205,ship
l027,policy width,85,42,34,85,237,ship
